normalizedFrequency,narmaNormalizedPower,phaseNormalizedPower
0,0.6526774163322,0.608005269897584
0.000166666666666667,0.653150502246031,0.625840314066267
0.000333333333333333,0.747264118961011,0.600735821340981
0.0005,0.774444463081265,0.575486367647501
0.000666666666666667,0.752497213271099,0.577105598628191
0.000833333333333333,0.718514726809494,0.578469265966488
0.001,0.692577582618126,0.594744862178078
0.00116666666666667,0.677064589081041,0.601257611832748
0.00133333333333333,0.657086557251827,0.578156923893113
0.0015,0.644360308332036,0.557752893850679
0.00166666666666667,0.711640627323766,0.545260780491617
0.00183333333333333,0.754735226110075,0.530707679176177
0.002,0.736632062666076,0.524941943061907
0.00216666666666667,0.732796709499164,0.528812392067659
0.00233333333333333,0.803233905573642,0.51851733157789
0.0025,0.883087640203386,0.51219356433681
0.00266666666666667,0.880011233055191,0.527299039759389
0.00283333333333333,0.865879513370337,0.557434059414459
0.003,0.868346272397645,0.574664163873299
0.00316666666666667,0.887746350574002,0.581759124901505
0.00333333333333333,0.938003679540953,0.594337756627929
0.0035,0.950357435701682,0.591563415956153
0.00366666666666667,0.93636482189211,0.605625925375653
0.00383333333333333,0.947846547075624,0.612426991559977
0.004,0.955912304040161,0.637705057792576
0.00416666666666667,0.956276171116199,0.702797007821572
0.00433333333333333,0.962690555303602,0.719603048614367
0.0045,0.998586263812284,0.703253170990847
0.00466666666666667,1,0.688216753892841
0.00483333333333333,0.927891449575157,0.647885999150606
0.005,0.899075045040181,0.587546627447662
0.00516666666666667,0.897829815301127,0.54270975121888
0.00533333333333333,0.882792451390093,0.513608007085689
0.0055,0.811216735602182,0.523161949175211
0.00566666666666667,0.775595189875017,0.580790832654405
0.00583333333333333,0.770265672580252,0.594181801013957
0.006,0.790464380617545,0.57899855647555
0.00616666666666667,0.835329970179199,0.559048250099922
0.00633333333333333,0.839923692695271,0.565843283978258
0.0065,0.842857408483376,0.569792781263453
0.00666666666666667,0.90244917434379,0.602999624552973
0.00683333333333333,0.883724165224917,0.602183515582327
0.007,0.826540700281897,0.623493271225756
0.00716666666666667,0.821938521597195,0.642405472414494
0.00733333333333333,0.801837919636851,0.664333739415399
0.0075,0.716390507564213,0.664822020168887
0.00766666666666667,0.612132040445347,0.655265502480826
0.00783333333333333,0.571131508404187,0.640152322664354
0.008,0.56154507191739,0.615324867671547
0.00816666666666667,0.574644878497745,0.609645253537472
0.00833333333333333,0.572594943473776,0.62802938070307
0.0085,0.528934842429954,0.620399760545313
0.00866666666666667,0.512846202984345,0.638544870286529
0.00883333333333333,0.524243383884106,0.666197037089782
0.009,0.539555266391883,0.668594215574409
0.00916666666666667,0.524013492379865,0.640599522486814
0.00933333333333333,0.507206405382475,0.565702863089738
0.0095,0.491048949201789,0.550823589670092
0.00966666666666667,0.453047457088996,0.595577117749013
0.00983333333333333,0.434770171470812,0.624176228569503
0.01,0.431560560787054,0.619553615601736
0.0101666666666667,0.448343092932951,0.615106877921474
0.0103333333333333,0.495183938134803,0.627870923736832
0.0105,0.520983481839374,0.6452773337987
0.0106666666666667,0.525534138186954,0.635660998929137
0.0108333333333333,0.531078850583125,0.577362056095747
0.011,0.536539508588744,0.598190420146436
0.0111666666666667,0.522260004755916,0.60598945000956
0.0113333333333333,0.478646701654329,0.604438640999774
0.0115,0.464489307325269,0.575354208007447
0.0116666666666667,0.471186163164519,0.574817875134974
0.0118333333333333,0.440948184052987,0.54120238614962
0.012,0.406079609484147,0.535175828978488
0.0121666666666667,0.412819064000525,0.512135370744574
0.0123333333333333,0.416157020967114,0.497248924113673
0.0125,0.416270066336511,0.460441747623672
0.0126666666666667,0.416780065976246,0.455934425414732
0.0128333333333333,0.429334426196349,0.455996969948783
0.013,0.433699046066646,0.445541224225298
0.0131666666666667,0.426752428412209,0.437201094001603
0.0133333333333333,0.406036305709203,0.447352778826476
0.0135,0.386390072162104,0.422308549475448
0.0136666666666667,0.383209825838615,0.401784881623948
0.0138333333333333,0.390756347433925,0.374555750788795
0.014,0.385871821141241,0.358084344308035
0.0141666666666667,0.357623183001767,0.395602314176941
0.0143333333333333,0.347183704894668,0.413479912918992
0.0145,0.346731206707073,0.426262199890043
0.0146666666666667,0.355047766060878,0.452305231992417
0.0148333333333333,0.361195973137926,0.463451460259347
0.015,0.363261480859485,0.461064118401575
0.0151666666666667,0.361231132750447,0.46286828980136
0.0153333333333333,0.348932945913578,0.470402176883666
0.0155,0.318156416826961,0.460469832926227
0.0156666666666667,0.293562055588415,0.453454034101344
0.0158333333333333,0.285069529223555,0.516757426336058
0.016,0.278478245502252,0.532497822970363
0.0161666666666667,0.271920875413565,0.481529421947253
0.0163333333333333,0.265000109850425,0.484743125616285
0.0165,0.264006051790573,0.505691890797238
0.0166666666666667,0.271194018110969,0.521777873376248
0.0168333333333333,0.264781880379586,0.524011741212385
0.017,0.232436811708352,0.537835753446358
0.0171666666666667,0.227554074766222,0.560300724663227
0.0173333333333333,0.219256260641178,0.589342287951576
0.0175,0.222822216163399,0.573448379450418
0.0176666666666667,0.228751623858626,0.627916970834559
0.0178333333333333,0.228372889983458,0.702456112501185
0.018,0.221011072718282,0.716692821328482
0.0181666666666667,0.217992080096461,0.71820976961086
0.0183333333333333,0.218010994638751,0.754542902199601
0.0185,0.217041435270572,0.809403323508434
0.0186666666666667,0.216910763748874,0.849410733270965
